person_id,transcript
46995,"
"
10909,"
"
64661,"‘Found WHAT?’ said the Duck.
"
93215,"‘I wish I had our Dinah here, I know I do!’ said Alice aloud, addressing
"
69498,"
"
58484,"be listening, so she went on again: ‘Twenty-four hours, I THINK; or is
"
94675,"
"
54467,"
"
94189,"
"
66841,"otherwise, judging by his face only, she would have called him a
"
10447,"
"
90921,"  When the pie was all finished, the Owl, as a boon,
"
71045,"distance.
"
13661,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
43085,"Alice opened the door and found that it led into a small passage, not
"
33095,"Alice was more and more puzzled, but she thought there was no use in
"
23527,"shouting ‘Off with his head!’ or ‘Off with her head!’ about once in a
"
26268,"
"
17704,"tone: ‘tell her something about the games now.’
"
92681,"      How neatly spread his claws,
"
94338,"      breath.”
"
69657,"‘any shrimp could have told you that.’
"
55168,"Mouse heard this, it turned round and swam slowly back to her: its
"
20603,"‘ARE you to get in at all?’ said the Footman. ‘That’s the first
"
12179,"yourself!’
"
48473,"bread-and-butter getting so thin--and the twinkling of the tea--’
"
78652,"left alive!’
"
77197,"she heard the Rabbit just under the window, she suddenly spread out her
"
38927,"
"
43455,"    You gave us three or more;
"
40216,"said the Gryphon: and it set to work shaking him and punching him in
"
23960,"This was quite a new idea to Alice, and she thought it over a little
"
64416,"
"
98967,"
"
77358,"us all about it!’
"
38009,"saying anything more till the Pigeon had finished.
"
45329,"about them in books, and she was quite pleased to find that she knew
"
79751,"way. So they got their tails fast in their mouths. So they couldn’t get
"
92925,"Normans--” How are you getting on now, my dear?’ it continued, turning
"
88029,"up and to stand on their hands and feet, to make the arches.
"
92559,"running down his cheeks, he went on again:--
"
10325,"   ‘Beautiful Soup! Who cares for fish,
"
56407,"all her coaxing.
"
11516,"    Because he knows it teases.’
"
98740,"
"
67129,"This did not seem to encourage the witness at all: he kept shifting
"
17062,"Just then her head struck against the roof of the hall: in fact she was
"
54769,"
"
51814,"     ‘How cheerfully he seems to grin,
"
79152,"‘What’s in it?’ said the Queen.
"
64749,"    That your eye was as steady as ever;
"
72585,"wig, (look at the frontispiece if you want to see how he did it,) he did
"
24249,"in the direction it pointed to, without trying to explain the mistake it
"
75437,"Forty-two. ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.’
"
52335,"  *    *    *    *    *    *    *
"
39626,"in front of them, with her arms folded, frowning like a thunderstorm.
"
45620,"about two feet high: even then she walked up towards it rather timidly,
"
36182,"‘We must burn the house down!’ said the Rabbit’s voice; and Alice called
"
36624,"
"
63603,"in front of them, with her arms folded, frowning like a thunderstorm.
"
31366,"shut up like a telescope! I think I could, if I only knew how to begin.’
"
40395,"She was moving them about as she spoke, but no result seemed to follow,
"
62595,"
"
33423,"are; secondly, because they’re making such a noise inside, no one could
"
14888,"   ‘Speak roughly to your little boy,
"
27727,"can’t prove I did: there’s no name signed at the end.’
"
48047,"Here the other guinea-pig cheered, and was suppressed.
"
42998,"‘Of course not,’ said the Mock Turtle: ‘why, if a fish came to ME, and
"
36126,"her life, and had come to the general conclusion, that wherever you go
"
40594,"
"
71111,"it, and finding it very nice, (it had, in fact, a sort of mixed flavour
"
41677,"
"
56087,"‘Pray don’t trouble yourself to say it any longer than that,’ said
"
33616,"    (We know it to be true):
"
55857,"the place of the March Hare. The Hatter was the only one who got any
"
56831,"it suddenly appeared again.
"
82932,"large crowd collected round it: there was a dispute going on between
"
29058,"nothing written on the OUTSIDE.’ He unfolded the paper as he spoke, and
"
27464,"have been ill.’
"
84412,"them bitter--and--and barley-sugar and such things that make children
"
33577,"‘Herald, read the accusation!’ said the King.
"
94671,"‘I should like it very much,’ said Alice, ‘but I haven’t been invited
"
26907,"
"
58726,"
"
52159,"mouse-traps, and the moon, and memory, and muchness--you know you say
"
42174,"‘May it please your Majesty,’ said Two, in a very humble tone, going
"
48027,"
"
27318,"waited for a few minutes to see if she was going to shrink any further:
"
78422,"many more than three.’
"
53563,"
"
18247,"
"
72869,"‘I said pig,’ replied Alice; ‘and I wish you wouldn’t keep appearing and
"
43405,"escape again, and went back for a little more conversation with her
"
20141,"
"
60114,"‘That’s enough about lessons,’ the Gryphon interrupted in a very decided
"
42891,"in the world am I? Ah, THAT’S the great puzzle!’ And she began thinking
"
92540,"
"
73998,"ladder?--Why, I hadn’t to bring but one; Bill’s got the other--Bill!
"
24217,"   An obstacle that came between
"
20578,"she was now, and she soon made out that it was only a mouse that had
"
70911,"  *    *    *    *    *    *    *
"
64391,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
99433,"‘it’s a vegetable. It doesn’t look like one, but it is.’
"
17369,"the royal children, and everybody else.
"
14307,"yourself.’
"
71522,"‘--and just take his head off outside,’ the Queen added to one of the
"
85251,"I wonder if I’ve been changed in the night? Let me think: was I the
"
22406,"conversations?’
"
13721,"herself, ‘I don’t see how he can EVEN finish, if he doesn’t begin.’ But
"
73187,"Alice thought she might as well wait, as she had nothing else to do, and
"
62130,"   They all returned from him to you,
"
68366,"
"
95546,"makes me grow smaller, I can creep under the door; so either way I’ll
"
90906,"
"
84188,"says it kills all the rats and--oh dear!’ cried Alice in a sorrowful
"
18812,"without even waiting to put his shoes on.
"
54344,"             Said
"
50347,"‘Begin at the beginning,’ the King said gravely, ‘and go on till you
"
44690,"     Beau--ootiful Soo--oop!
"
68661,"‘Nearly two miles high,’ added the Queen.
"
69894,"‘It isn’t directed at all,’ said the White Rabbit; ‘in fact, there’s
"
27215,"had brought herself down to nine inches high.
"
86563,"
"
48216,"The Caterpillar and Alice looked at each other for some time in silence:
"
60388,"‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.
"
79584,"‘The game’s going on rather better now,’ she said, by way of keeping up
"
89524,"   Soup of the evening, beautiful Soup!
"
43570,"          try the
"
99366,"it out into the open air. ‘IF I don’t take this child away with me,’
"
50202,"the March Hare.
"
47642,"‘In that case,’ said the Dodo solemnly, rising to its feet, ‘I move
"
13928,"
"
45366,"CHAPTER VII. A Mad Tea-Party
"
41320,"‘How do you know I’m mad?’ said Alice.
"
43413,"
"
86879,"‘I don’t like the look of it at all,’ said the King: ‘however, it may
"
30480,"     Like a tea-tray in the sky.
"
12495,"‘Not I!’ said the Lory hastily.
"
21375,"
"
11177,"
"
69974,"replied, so eagerly that the Gryphon said, in a rather offended tone,
"
85125,"to them, and all dripping wet, cross, and uncomfortable.
"
95064,"
"
37802,"‘Is that the way YOU manage?’ Alice asked.
"
18806,"real Mary Ann, and be turned out of the house before she had found the
"
35809,"sat down and cried.
"
38212,"the subjects on his flappers, ‘--Mystery, ancient and modern, with
"
73130,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
23026,"certainly did NOT, being made entirely of cardboard.)
"
83615,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
"
57237,"here directly, and get ready for your walk!” “Coming in a minute,
"
89092,"said Alice, in a coaxing tone, and she tried hard to whistle to it; but
"
25752,"
"
50882,"‘Hold your tongue!’ added the Gryphon, before Alice could speak again.
"
30829,"
"
29873,"Alice opened the door and found that it led into a small passage, not
"
93634,"fountains.
"
40128,"down, both of you, and don’t speak a word till I’ve finished.’
"
63676,"presents to one’s own feet! And how odd the directions will look!
"
83737,"‘Never mind!’ said the King, with an air of great relief. ‘Call the next
"
60968,"‘I see!’ said the Queen, who had meanwhile been examining the roses.
"
66936,"to do next, when suddenly a footman in livery came running out of the
"
33360,"you’re changed, do you?’
"
69567,"daughter ‘Ah, my dear! Let this be a lesson to you never to lose
"
79256,"against a buttercup to rest herself, and fanned herself with one of the
"
95771,"savage when they met in the kitchen.
"
52427,"‘I’m a poor man,’ the Hatter went on, ‘and most things twinkled after
"
57886,"animals, and some were birds,) ‘I suppose they are the jurors.’ She said
"
76983,"you seen the Mock Turtle yet?’
"
37943,"     Beautiful, beautiful Soup!
"
98563,"    (Before she had this fit)
"
98952,"‘I’M not a mile high,’ said Alice.
"
39751,"
"
44936," ‘“What matters it how far we go?” his scaly friend replied.
"
60220,"opening out like the largest telescope that ever was! Good-bye, feet!’
"
33870,"and waited.
"
67673,"
"
94613,"‘Then you should say what you mean,’ the March Hare went on.
"
44014,"began shrinking directly. As soon as she was small enough to get through
"
88955,"very queer indeed:--
"
95101,"
"
30044,"down her flamingo, and began an account of the game, feeling very glad
"
21727,"‘They lived on treacle,’ said the Dormouse, after thinking a minute or
"
69325,"fond of beheading people here; the great wonder is, that there’s any one
"
50650,"
"
92500,"thousand miles down, I think--’ (for, you see, Alice had learnt several
"
41643,"
"
25145,"
"
97888,"makes them so shiny?’
"
82989,"tears, until there was a large pool all round her, about four inches
"
46693,"The hedgehog was engaged in a fight with another hedgehog, which seemed
"
78357,"impossible.
"
30744,"
"
26828,"‘And what are they made of?’ Alice asked in a tone of great curiosity.
"
57658,"the royal children, and everybody else.
"
79957,"
"
69987,"shower of saucepans, plates, and dishes. The Duchess took no notice of
"
91259,"     “Let us
"
45572,"
"
26473,"
"
76288,"doing?’ Alice whispered to the Gryphon. ‘They can’t have anything to put
"
60966,"otherwise, judging by his face only, she would have called him a
"
22227,"all of them bowed low.
"
26763,"not look at all comfortable, and it was certainly not becoming.
"
48342,"half-past one as long as you liked.’
"
62994,"
"
99245,"
"
38370,"after folding his arms and frowning at the cook till his eyes were
"
28781,"verse.’
"
78020,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
79266,"
"
77624,"
"
25996,"‘Well! I’ve often seen a cat without a grin,’ thought Alice; ‘but a grin
"
89794,"she’ll eat a little bird as soon as look at it!’
"
77090,"‘I’ve heard something like it,’ said Alice.
"
46939,"moment like a wild beast, screamed ‘Off with her head! Off--’
"
35120,"moved into the Dormouse’s place, and Alice rather unwillingly took
"
49155,"Forty-two. ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.’
"
13403,"‘Well, I can’t show it you myself,’ the Mock Turtle said: ‘I’m too
"
31195,"sort of way, ‘Do cats eat bats? Do cats eat bats?’ and sometimes, ‘Do
"
60329,"
"
96637,"‘Oh, there’s no use in talking to him,’ said Alice desperately: ‘he’s
"
32412,"all. I needn’t be afraid of them!’
"
73157,"
"
14324,"cat in the world! Oh, my dear Dinah! I wonder if I shall ever see you
"
55459,"but she added, to herself, ‘Why, they’re only a pack of cards, after
"
94168,"from which she concluded that it was just possible it had fallen into a
"
28981,"‘Well, I’d hardly finished the first verse,’ said the Hatter, ‘when the
"
60757,"blasts on the trumpet, and called out, ‘First witness!’
"
71322,"of the house!’ (Which was very likely true.)
"
49842,"  “You have baked me too brown, I must sugar my hair.”
"
24161,"‘Have some wine,’ the March Hare said in an encouraging tone.
"
37474,"was not a VERY good opportunity for showing off her knowledge, as there
"
88295,"     ALICE’S RIGHT FOOT, ESQ.
"
18396,"
"
95036,"little way forwards each time and a long way back, and barking hoarsely
"
70511,"‘Of course they were’, said the Dormouse; ‘--well in.’
"
71810,"‘Come on!’ cried the Gryphon, and, taking Alice by the hand, it hurried
"
83501,"‘There might be some sense in your knocking,’ the Footman went on
"
15676,"sea of green leaves that lay far below her.
"
22619,"‘Of course twinkling begins with a T!’ said the King sharply. ‘Do you
"
58856,"She said the last word with such sudden violence that Alice quite
"
90290,"‘He denies it,’ said the King: ‘leave out that part.’
"
95244,"So they began solemnly dancing round and round Alice, every now and
"
35002,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
"
47378,"
"
11279,"my fur and whiskers! She’ll get me executed, as sure as ferrets are
"
80957,"Hatter and the March Hare went ‘Sh! sh!’ and the Dormouse sulkily
"
95863,"your cat grins like that?’
"
98070,"
"
19697,"
"
74040,"      All on a summer day:
"
99131,"drunk half the bottle, she found her head pressing against the ceiling,
"
65742,"        prosecute
"
31454,"stiff. And the Gryphon never learnt it.’
"
51766,"‘Well! I’ve often seen a cat without a grin,’ thought Alice; ‘but a grin
"
37739,"of things--I can’t remember half of them--and it belongs to a farmer,
"
25788,"glass; there was nothing on it except a tiny golden key, and Alice’s
"
44565,"
"
83410,"
"
68713,"‘A fine day, your Majesty!’ the Duchess began in a low, weak voice.
"
47930,"
"
80514,"way?’, holding her hand on the top of her head to feel which way it was
"
85563,"As soon as the jury had a little recovered from the shock of being
"
34310," When they take us up and throw us, with the lobsters, out to sea!”
"
30848,"resting in the shade: however, the moment they saw her, they hurried
"
10219,"
"
54640,"‘Why?’ said the Caterpillar.
"
37073,"‘Are you content now?’ said the Caterpillar.
"
74092,"
"
48668,"
"
28035,"Longitude either, but thought they were nice grand words to say.)
"
88065,"out here? Run home this moment, and fetch me a pair of gloves and a fan!
"
17040,"
"
17474,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
45602,"now and then; such as, ‘Sure, I don’t like it, yer honour, at all, at
"
65420,"    And have grown most uncommonly fat;
"
52076,"large crowd collected round it: there was a dispute going on between
"
18640,"     ‘How cheerfully he seems to grin,
"
33081,"off, and had just begun to dream that she was walking hand in hand with
"
97649,"
"
51119,"
"
62784,"‘’Tis so,’ said the Duchess: ‘and the moral of that is--“Oh, ‘tis love,
"
80962,"‘Nobody asked YOUR opinion,’ said Alice.
"
60334,"Alice began to feel very uneasy: to be sure, she had not as yet had any
"
85423,"
"
64777,"   Yet you balanced an eel on the end of your nose--
"
74457,"    You gave us three or more;
"
82770,"
"
56871,"just as the Dormouse crossed the court, she said to one of the officers
"
57899,"are; secondly, because they’re making such a noise inside, no one could
"
84481,"‘Hadn’t time,’ said the Gryphon: ‘I went to the Classics master, though.
"
67830,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
74057,"just as well.
"
78553,"tone. ‘The Queen will hear you! You see, she came rather late, and the
"
50672,"
"
21318,"  ‘I passed by his garden, and marked, with one eye,
"
90374,"sudden leap out of the water, and seemed to quiver all over with fright.
"
46500,"‘Well, I can’t show it you myself,’ the Mock Turtle said: ‘I’m too
"
12207,"
"
98460,"‘EAT ME’ were beautifully marked in currants. ‘Well, I’ll eat it,’ said
"
90704,"There was a long silence after this, and Alice could only hear whispers
"
32045,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
53857,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
44819,"Very soon the Rabbit noticed Alice, as she went hunting about, and
"
34889,"dear, certainly: but now run in to your tea; it’s getting late.’ So
"
80701,"and began by taking the little golden key, and unlocking the door that
"
10473,"‘All right, so far,’ said the King, and he went on muttering over
"
66595,"
"
85290,"it, and finding it very nice, (it had, in fact, a sort of mixed flavour
"
33431,"Alice had no idea what to do, and in despair she put her hand in her
"
68558,"leading right into it. ‘That’s very curious!’ she thought. ‘But
"
49272,"
"
90551,"‘I dare say you’re wondering why I don’t put my arm round your waist,’
"
82818,"
"
44643,"‘--yes, that’s about the right distance--but then I wonder what Latitude
"
55512,"‘Everybody says “come on!” here,’ thought Alice, as she went slowly
"
91086,"of the ground.’ So she tucked it away under her arm, that it might not
"
32670,"
"
69753,"through the air! Do you think you could manage it?) ‘And what an
"
87306,"
"
34442,"   Pennyworth only of beautiful Soup?
"
49388,"    ‘I kept all my limbs very supple
"
51013,"
"
61336,"forepaws to mark the time, while the Mock Turtle sang this, very slowly
"
81812,"Luckily for Alice, the little magic bottle had now had its full effect,
"
27279,"very soon found an opportunity of taking it away. She did it so quickly
"
47424,"a rabbit! I suppose Dinah’ll be sending me on messages next!’ And she
"
52546,"that did not sneeze, were the cook, and a large cat which was sitting on
"
80193,"great hurry.
"
38405,"was beating her violently with its wings.
"
54641,"‘The game’s going on rather better now,’ she said, by way of keeping up
"
56023,"   ‘Beautiful Soup, so rich and green,
"
73482,"
"
35326,"
"
18071,"tried to get her head down to them, and was delighted to find that her
"
37677,"‘Yes,’ said Alice, ‘we learned French and music.’
"
32944,"tears.
"
35608,"
"
78255,"You’re mad.’
"
47363,"just succeeded in curving it down into a graceful zigzag, and was going
"
73471,"Here the Queen put on her spectacles, and began staring at the Hatter,
"
21313,"Alice a little timidly: ‘but it’s no use going back to yesterday,
"
50320,"thought the poor child, ‘for I never was so small as this before, never!
"
65088,"
"
40474,"to keep herself from being run over; and the moment she appeared on the
"
29743,"
"
46972,"an immense length of neck, which seemed to rise like a stalk out of a
"
42267,"in front of them, with her arms folded, frowning like a thunderstorm.
"
59406,"‘Come, we shall have some fun now!’ thought Alice. ‘I’m glad they’ve
"
26425,"myself, you see.’
"
16082,"‘I should like to have it explained,’ said the Mock Turtle.
"
22183,"things--everything that begins with an M--’
"
55237,"
"
14761,"          no jury
"
81302,"‘Which is just the case with MINE,’ said the Hatter.
"
68543,"itself upright as it spoke (it was exactly three inches high).
"
61512,"seemed to be no chance of this, so she began looking at everything about
"
82635,"is, you know. Please, Ma’am, is this New Zealand or Australia?’ (and
"
44792,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
70580,"that was sitting on the top with its arms folded, quietly smoking a long
"
36004,"   And yet you incessantly stand on your head--
"
51860,"doorway; ‘and even if my head would go through,’ thought poor Alice, ‘it
"
50808,"the Mouse’s tail; ‘but why do you call it sad?’ And she kept on puzzling
"
18873,"
"
51609,"‘Yes, I think you’d better leave off,’ said the Gryphon: and Alice was
"
99304,"do a thing I ask! It’s always six o’clock now.’
"
57671,"‘Two lines!’ cried the Mock Turtle. ‘Seals, turtles, salmon, and so on;
"
12423,"this bottle does. I do hope it’ll make me grow large again, for really
"
52890,"
"
96235,"know, with oh, such long curly brown hair! And it’ll fetch things when
"
85728,"‘Oh, you can’t help that,’ said the Cat: ‘we’re all mad here. I’m mad.
"
78168,"
"
28830,"loud.
"
25277,"Rabbit returning, splendidly dressed, with a pair of white kid gloves in
"
35144,"beginning with the end of the tail, and ending with the grin, which
"
22393,"
"
63982,"
"
60079,"
"
19877,"
"
60894,"began again, using the ink, that was trickling down his face, as long as
"
26467,"
"
11132,"‘Now tell me, Pat, what’s that in the window?’
"
18874,"‘I suppose so,’ said Alice.
"
76085,"Now, if you only kept on good terms with him, he’d do almost anything
"
61231,"King put on his spectacles and looked anxiously round, to make out who
"
12160,"Lobster Quadrille is!’
"
26832,"remembering her own child-life, and the happy summer days.
"
14417,"that it was quite impossible to say whether the blows hurt it or not.
"
56476,"One of the jurors had a pencil that squeaked. This of course, Alice
"
42538,"looked at the sides of the well, and noticed that they were filled with
"
19282,"‘Well, perhaps not,’ said Alice in a soothing tone: ‘don’t be angry
"
67147,"
"
71916,"
"
62521,"our house I should like to show you! A little bright-eyed terrier, you
"
69589,"till I’m somebody else”--but, oh dear!’ cried Alice, with a sudden burst
"
30906,"
"
44805,"never before seen a rabbit with either a waistcoat-pocket, or a watch
"
85724,"
"
99465,"‘And how did you manage on the twelfth?’ Alice went on eagerly.
"
66673,"        prosecute
"
22177,"quite a conversation of it altogether; but after a few minutes she heard
"
29309,"
"
99594,"‘Sure, it does, yer honour: but it’s an arm for all that.’
"
17868,"
"
80616,"fetch it here, lad!--Here, put ‘em up at this corner--No, tie ‘em
"
94448,"deep and reaching half down the hall.
"
82049,"   ‘You are old,’ said the youth, ‘one would hardly suppose
"
62981,"this creature when I get it home?’ when it grunted again, so violently,
"
90689,"conversation. ‘Are you--are you fond--of--of dogs?’ The Mouse did not
"
10269,"to some tea and bread-and-butter, and then turned to the Dormouse, and
"
68170,"Alice had never been in a court of justice before, but she had read
"
73402,"and walking off to other parts of the ground, Alice soon came to the
"
66930,"
"
10250,"Longitude either, but thought they were nice grand words to say.)
"
71697,"make me smaller, I suppose.’
"
35771,"wondering if anything would EVER happen in a natural way again.
"
18743,"savage when they met in the kitchen.
"
75728,"There ought to be a book written about me, that there ought! And when I
"
60999,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
14787,"
"
12781,"long as there was room for her.
"
55407,"hand and a piece of bread-and-butter in the other. ‘I beg pardon, your
"
42423,"the Dodo suddenly called out ‘The race is over!’ and they all crowded
"
54388,"won’t talk about cats or dogs either, if you don’t like them!’ When the
"
63762,"myself, you see.’
"
26753,"           I’ll take no
"
36385,"tittered audibly.
"
73156,"‘One side of WHAT? The other side of WHAT?’ thought Alice to herself.
"
50914,"being drowned in my own tears! That WILL be a queer thing, to be sure!
"
92241,"yours.”’
"
43658,"‘Not a bit,’ said the Caterpillar.
"
97989,"had vanished completely.
"
44997,"‘I see!’ said the Queen, who had meanwhile been examining the roses.
"
54292,"ground--and I should have croqueted the Queen’s hedgehog just now, only
"
74902,"By the time she had caught the flamingo and brought it back, the fight
"
77535,"could.
"
84303,"leaves that had fluttered down from the trees upon her face.
"
42431,"head!”’
"
70138,"‘Shan’t,’ said the cook.
"
89753,"
"
48664,"
"
45055,"
"
66386,"     ‘How doth the little crocodile
"
24012,"‘It isn’t directed at all,’ said the White Rabbit; ‘in fact, there’s
"
97926,"to herself, ‘if one only knew the right way to change them--’ when she
"
45667,"a great crash, as if a dish or kettle had been broken to pieces.
"
39863,"‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t
"
91626,"to Alice for protection.
"
80045,"
"
70093,"‘Are you content now?’ said the Caterpillar.
"
45072,"could hear the rattle of the teacups as the March Hare and his friends
"
77954,"‘I don’t believe it,’ said the Pigeon; ‘but if they do, why then they’re
"
57486,"
"
97519,"‘That’s very important,’ the King said, turning to the jury. They were
"
28441,"take more.’
"
97486,"
"
55925,"after that savage Queen: so she waited.
"
81626,"had made.
"
28477,"set to work at once to eat some of the other bit. Her chin was pressed
"
27611,"should be free of them at last, they must needs come wriggling down from
"
50161,"at the Cat’s head with great curiosity.
"
37158," When they take us up and throw us, with the lobsters, out to sea!”
"
26080,"‘Not like cats!’ cried the Mouse, in a shrill, passionate voice. ‘Would
"
28547,"
"
30113,"left alive!’
"
29471,"heavy sobs.
"
13050,"silence, and then another confusion of voices--‘Hold up his head--Brandy
"
58009,"
"
34122,"As she said this she looked down at her hands, and was surprised to see
"
68598,"      both go to
"
45238,"Turtle.
"
12372,"‘One side of WHAT? The other side of WHAT?’ thought Alice to herself.
"
96565,"
"
84227,"courtiers, or three of her own children.
"
16500,"make me smaller, I suppose.’
"
81283,"
"
38892,"
"
53006,"to the dance. So they got thrown out to sea. So they had to fall a long
"
97099,"‘Everybody says “come on!” here,’ thought Alice, as she went slowly
"
24235,"
"
66540,"‘Well, I can’t show it you myself,’ the Mock Turtle said: ‘I’m too
"
54573,"The King’s argument was, that anything that had a head could be
"
36144,"           (WITH ALICE’S LOVE).
"
59920,"(the position in which you usually see Shakespeare, in the pictures
"
86833,"WOULD always get into her eyes--and still as she listened, or seemed to
"
40336,"stretched her arms round it as far as they would go, and broke off a bit
"
90195,"
"
17097,"
"
67405,"On which Seven looked up and said, ‘That’s right, Five! Always lay the
"
75149,"
"
72753,"the March Hare.
"
80675,"rabbits. I almost wish I hadn’t gone down that rabbit-hole--and yet--and
"
12677,"sea. The master was an old Turtle--we used to call him Tortoise--’
"
15689,"moment Five, who had been anxiously looking across the garden, called
"
52579,"executions I have ordered’; and she walked off, leaving Alice alone with
"
28492,"
"
73735,"I COULD NOT SWIM--” you can’t swim, can you?’ he added, turning to the
"
53587,"shouldn’t be hungry for it, you know.’
"
47925,"leaves: ‘I should have liked teaching it tricks very much, if--if I’d
"
75510,"It was, no doubt: only Alice did not like to be told so. ‘It’s really
"
37899,"frightened Mouse splashed his way through the neighbouring pool--she
"
45428,"There was nothing so VERY remarkable in that; nor did Alice think it so
"
63044,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
"
61077,"back to the game, the Queen merely remarking that a moment’s delay would
"
70068,"   Soup of the evening, beautiful Soup!
"
74038,"‘I don’t know of any that do,’ Alice said very politely, feeling quite
"
96417,"   An obstacle that came between
"
29159,"not going to do THAT in a hurry. ‘No, I’ll look first,’ she said, ‘and
"
31062,"
"
87233,"to say which), and they went on for some while in silence.
"
74842,"
"
60167,"‘Do you mean that you think you can find out the answer to it?’ said the
"
36921,"    (Before she had this fit)
"
47579,"that dark hall, and wander about among those beds of bright flowers and
"
72248,"
"
12534,"for the moment she quite forgot how to speak good English); ‘now I’m
"
35622,"
"
35036,"
"
86914,"
"
13598,"doesn’t suit my throat!’ and a Canary called out in a trembling voice to
"
85865,"
"
94279,"others.
"
49728,"say--that’s the same thing, you know.’
"
96979,"‘Can’t remember WHAT things?’ said the Caterpillar.
"
41167,"
"
40257,"(Alice began to say ‘I once tasted--’ but checked herself hastily, and
"
74674,"  But, when the tide rises and sharks are around,
"
65969,"‘How queer it seems,’ Alice said to herself, ‘to be going messages for
"
32256,"
"
69715,"
"
51599,"Alice watched the White Rabbit as he fumbled over the list, feeling very
"
50611,"‘I’ve heard something like it,’ said Alice.
"
28293,"   They all returned from him to you,
"
71191,"‘Get to your places!’ shouted the Queen in a voice of thunder, and
"
98938,"
"
98529,"      And took them quite away!’
"
58180,"
"
47224,"
"
96896,"
"
38414,"     ‘How doth the little crocodile
"
10605,"again, sitting on a branch of a tree.
"
65416,"with the dream of Wonderland of long ago: and how she would feel with
"
34962,"‘And how many hours a day did you do lessons?’ said Alice, in a hurry to
"
88916,"
"
44954,"‘I won’t indeed!’ said Alice, in a great hurry to change the subject of
"
53260,"‘Sure, it does, yer honour: but it’s an arm for all that.’
"
30662,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
87321,"‘It’s a pun!’ the King added in an offended tone, and everybody laughed,
"
67601,"
"
29811,"Majesty,’ he began, ‘for bringing these in: but I hadn’t quite finished
"
61016,"‘I didn’t know that Cheshire cats always grinned; in fact, I didn’t know
"
21638,"Alice was not much surprised at this, she was getting so used to queer
"
45267,"Alice watched the White Rabbit as he fumbled over the list, feeling very
"
26796,"
"
68645,"
"
66764,"answer. ‘They’re done with blacking, I believe.’
"
95984,"she was out of sight: then it chuckled. ‘What fun!’ said the Gryphon,
"
98463,"And so it was indeed: she was now only ten inches high, and her face
"
72103,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
18495,"shouldn’t be hungry for it, you know.’
"
19019,"
"
98206,"   ‘Speak roughly to your little boy,
"
81136,"about wasting IT. It’s HIM.’
"
41948,"her in a languid, sleepy voice.
"
98314,"‘Give your evidence,’ said the King; ‘and don’t be nervous, or I’ll have
"
14612,"
"
93080,"mouth; but she did it at last, and managed to swallow a morsel of the
"
39566,"Distraction, Uglification, and Derision.’
"
16598,"HAD THIS FIT--” you never had fits, my dear, I think?’ he said to the
"
90685,"‘UNimportant, of course, I meant,’ the King hastily said, and went on
"
88633,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
36306,"perhaps as this is May it won’t be raving mad--at least not so mad as
"
24657,"
"
46617,"They very soon came upon a Gryphon, lying fast asleep in the sun.
"
72577,"there WAS no one listening, this time, as it didn’t sound at all the
"
10565,"‘Then you shouldn’t talk,’ said the Hatter.
"
73255,"Alice was very glad to find her in such a pleasant temper, and thought
"
43662,"
"
68828,"
"
31388,"
"
82255,"then a voice she had never heard before, ‘Sure then I’m here! Digging
"
15544,"
"
99645,"label, with the words ‘DRINK ME’ beautifully printed on it in large
"
91896,"     Beau--ootiful Soo--oop!
"
17341,"this was her dream:--
"
60611,"She was a good deal frightened by this very sudden change, but she felt
"
48953,"take a fancy to cats if you could only see her. She is such a dear quiet
"
85420,"crown on a crimson velvet cushion; and, last of all this grand
"
31169,"time,’ she said, ‘than waste it in asking riddles that have no answers.’
"
16770,"‘Is that the way YOU manage?’ Alice asked.
"
96625,"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried
"
44605,"   If she should push the matter on,
"
70776,"Alice considered a little, and then said ‘The fourth.’
"
86577,"
"
72871,"yet--it’s rather curious, you know, this sort of life! I do wonder what
"
73872,"‘Sure, it’s an arm, yer honour!’ (He pronounced it ‘arrum.’)
"
15797,"This question the Dodo could not answer without a great deal of thought,
"
80354,"got up, and began to repeat it, but her head was so full of the Lobster
"
27585,"As soon as she had made out the proper way of nursing it, (which was to
"
90837,"
"
97986,"sighing.
"
